timestamp,AAVE_RSI,AAVE_MACD,AAVE_MACD_signal,AAVE_MACD_diff,AAVE_BB_high,AAVE_BB_low,AAVE_BB_mavg,AAVE_EMA50,ADA_RSI,ADA_MACD,ADA_MACD_signal,ADA_MACD_diff,ADA_BB_high,ADA_BB_low,ADA_BB_mavg,ADA_EMA50,AVAX_RSI,AVAX_MACD,AVAX_MACD_signal,AVAX_MACD_diff,AVAX_BB_high,AVAX_BB_low,AVAX_BB_mavg,AVAX_EMA50,AXS_RSI,AXS_MACD,AXS_MACD_signal,AXS_MACD_diff,AXS_BB_high,AXS_BB_low,AXS_BB_mavg,AXS_EMA50,BTC_RSI,BTC_MACD,BTC_MACD_signal,BTC_MACD_diff,BTC_BB_high,BTC_BB_low,BTC_BB_mavg,BTC_EMA50,DOT_RSI,DOT_MACD,DOT_MACD_signal,DOT_MACD_diff,DOT_BB_high,DOT_BB_low,DOT_BB_mavg,DOT_EMA50,ETH_RSI,ETH_MACD,ETH_MACD_signal,ETH_MACD_diff,ETH_BB_high,ETH_BB_low,ETH_BB_mavg,ETH_EMA50,FTM_RSI,FTM_MACD,FTM_MACD_signal,FTM_MACD_diff,FTM_BB_high,FTM_BB_low,FTM_BB_mavg,FTM_EMA50,LTC_RSI,LTC_MACD,LTC_MACD_signal,LTC_MACD_diff,LTC_BB_high,LTC_BB_low,LTC_BB_mavg,LTC_EMA50,MATIC_RSI,MATIC_MACD,MATIC_MACD_signal,MATIC_MACD_diff,MATIC_BB_high,MATIC_BB_low,MATIC_BB_mavg,MATIC_EMA50,SAND_RSI,SAND_MACD,SAND_MACD_signal,SAND_MACD_diff,SAND_BB_high,SAND_BB_low,SAND_BB_mavg,SAND_EMA50,SOL_RSI,SOL_MACD,SOL_MACD_signal,SOL_MACD_diff,SOL_BB_high,SOL_BB_low,SOL_BB_mavg,SOL_EMA50,UNI_RSI,UNI_MACD,UNI_MACD_signal,UNI_MACD_diff,UNI_BB_high,UNI_BB_low,UNI_BB_mavg,UNI_EMA50,XLM_RSI,XLM_MACD,XLM_MACD_signal,XLM_MACD_diff,XLM_BB_high,XLM_BB_low,XLM_BB_mavg,XLM_EMA50
2020-10-15 21:00:00,100.0,0.0,0.0,0.0,47.218,47.218,47.218,47.218,100.0,0.0,0.0,0.0,0.10707,0.10707,0.10707,0.10707,100.0,0.0,0.0,0.0,4.1236,4.1236,4.1236,4.1236,100.0,0.0,0.0,0.0,0.15402,0.15402,0.15402,0.15402,100.0,0.0,0.0,0.0,11528.32,11528.32,11528.32,11528.32,100.0,0.0,0.0,0.0,4.1333,4.1333,4.1333,4.1333,100.0,0.0,0.0,0.0,379.93,379.93,379.93,379.93,100.0,0.0,0.0,0.0,0.0306,0.0306,0.0306,0.0306,100.0,0.0,0.0,0.0,49.58,49.58,49.58,49.58,100.0,0.0,0.0,0.0,0.01721,0.01721,0.01721,0.01721,100.0,0.0,0.0,0.0,0.045463,0.045463,0.045463,0.045463,100.0,0.0,0.0,0.0,2.296,2.296,2.296,2.296,100.0,0.0,0.0,0.0,3.1261,3.1261,3.1261,3.1261,100.0,0.0,0.0,0.0,0.07373,0.07373,0.07373,0.07373
2020-10-15 21:01:00,100.0,0.0035099715099704554,0.0007019943019940911,0.002807977207976364,47.284,47.196000000000005,47.24,47.21972549019608,100.0,1.5954415954477774e-06,3.190883190895555e-07,1.276353276358222e-06,0.1071,0.10706000000000002,0.10708000000000001,0.10707078431372549,100.0,0.0,0.0,0.0,4.1236,4.1236,4.1236,4.1236,100.0,0.0,0.0,0.0,0.15402,0.15402,0.15402,0.15402,0.0,-0.1483760683750006,-0.029675213675000124,-0.1187008547000005,11529.25,11525.529999999999,11527.39,11528.24705882353,0.0,-0.0002233618233624668,-4.467236467249336e-05,-0.00017868945868997342,4.1347000000000005,4.129099999999999,4.1319,4.133190196078432,0.0,-0.0007977207977774015,-0.0001595441595554803,-0.0006381766382219211,379.935,379.915,379.925,379.92960784313726,100.0,7.179487179487243e-06,1.4358974358974486e-06,5.743589743589794e-06,0.030735,0.030555,0.030645,0.030603529411764703,0.0,-0.000797720797720558,-0.0001595441595441116,-0.0006381766381764464,49.58500000000001,49.565,49.575,49.579607843137254,100.0,0.0,0.0,0.0,0.01721,0.01721,0.01721,0.01721,100.0,0.0,0.0,0.0,0.045463,0.045463,0.045463,0.045463,100.0,1.5954415954144707e-05,3.1908831908289416e-06,1.2763532763315766e-05,2.2962999999999996,2.2959000000000005,2.2961,2.2960078431372546,0.0,-8.77492877493502e-05,-1.754985754987004e-05,-7.019943019948016e-05,3.12665,3.12445,3.12555,3.126056862745098,100.0,3.190883190895555e-06,6.38176638179111e-07,2.552706552716444e-06,0.07379,0.07371000000000003,0.07375000000000001,0.07373156862745098
2020-10-15 21:02:00,100.0,0.025205704499150272,0.005602736341425328,0.019602968157724943,47.574415643567804,47.07891768976555,47.326666666666675,47.230716647443295,100.0,9.209016160582895e-06,2.0970738873882236e-06,7.111942273194671e-06,0.10719640987597875,0.10702359012402124,0.10711,0.10707467512495195,0.0,-0.0002871794871790456,-5.7435897435809126e-05,-0.0002297435897432365,4.125794112549695,4.119005887450305,4.1224,4.123458823529411,100.0,0.0,0.0,0.0,0.15402,0.15402,0.15402,0.15402,0.0,-0.7782618647561321,-0.17939254389122655,-0.5988693208649056,11532.057619540503,11517.79571379283,11524.926666666666,11527.92364475202,0.0,-0.0010738776470979872,-0.00025051342115759215,-0.000823364225940395,4.138209717304201,4.1189902826957985,4.1286,4.132751364859669,0.0,-0.020558924034730808,-0.004239420134590546,-0.01631950390014026,380.0744658109781,379.6122008556885,379.8433333333333,379.9198193002691,73.58490566037811,1.0329461611516266e-05,3.2146102710212124e-06,7.114851340495054e-06,0.03072483314773548,0.03057516685226452,0.03065,0.030605743944636676,51.85185185185185,-0.0006159040916884351,-0.0002508161459729763,-0.0003650879457154588,49.58609475708248,49.567238576250844,49.57666666666666,49.57962322183776,100.0,0.0,0.0,0.0,0.01721,0.01721,0.01721,0.01721,0.0,-6.062678062676574e-06,-1.212535612535315e-06,-4.85014245014126e-06,0.045509320153826915,0.045366013179506434,0.045437666666666675,0.04546001960784314,48.14814814814815,1.231808183366212e-05,5.0163229193955775e-06,7.301758914266543e-06,2.296255228474983,2.29587810485835,2.2960666666666665,2.2960075355632448,28.14070351758386,-0.00012358990592620245,-3.8757867225136526e-05,-8.483203870106592e-05,3.1264092121131326,3.1245907878868677,3.1255,3.126031103421761,78.78787878788458,4.856778759915192e-06,1.4818970625263273e-06,3.374881697388865e-06,0.07378732679675729,0.07371933986990939,0.07375333333333334,0.07373268358323722
2020-10-15 21:03:00,58.0659924030937,0.02699916248783296,0.009882021570706855,0.017117140917126107,47.53813310775861,47.10836689224139,47.32325,47.233943445582774,14.2675361857806,-2.8805522469699252e-05,-4.083445384029272e-06,-2.4722077085669978e-05,0.10741840022046874,0.10655659977953126,0.1069875,0.107056844727895,0.0,-0.0020006428519243613,-0.00044607728833351957,-0.0015545655635908417,4.135633038793993,4.098616961206006,4.117125,4.122589850057669,100.0,0.0,0.0,0.0,0.15402,0.15402,0.15402,0.15402,0.0,-6.725685074288776,-1.4886510499707366,-5.2370340243180395,11570.446291673177,11442.703708326824,11506.575,11524.927423389197,0.0,-0.003147941296496093,-0.0008299989962252923,-0.0023179423002708003,4.14521079038695,4.099789209613049,4.1225,4.131631703492624,0.0,-0.17221731490099046,-0.037834999087870524,-0.13438231581311993,381.009655927099,377.740344072901,379.375,379.8433557982978,12.817055700682559,-2.7206364250700887e-05,-2.8695846333232075e-06,-2.433677961737768e-05,0.030956772640637623,0.030098227359362375,0.0305275,0.03058826378994504,3.745626672154131,-0.01881401460301646,-0.003963455837381674,-0.014850558765634786,49.71646882704388,49.32353117295611,49.519999999999996,49.57061838960883,0.0,-7.977207977207662e-06,-1.5954415954415325e-06,-6.38176638176613e-06,0.01727160254037844,0.017098397459621557,0.017185,0.017206078431372552,0.0,-1.5848962264919386e-05,-4.1398209430121295e-06,-1.1709141321907257e-05,0.04552609824934645,0.04529190175065356,0.045409000000000005,0.04545464628988851,0.7782638728988474,-0.0017297026139231342,-0.0003419274644491104,-0.0013877751494740238,2.309537792902025,2.271662207097975,2.2906,2.2951523380901766,1.0950167712045413,-0.0027508315309257014,-0.0005811725999652496,-0.0021696589309604516,3.1456549752912,3.0889950247088,3.117325,3.1247279228954175,7.129297616536235,-2.8993095409768355e-05,-4.613101431932609e-06,-2.4379993977835747e-05,0.07402143060449438,0.07326856939550562,0.073645,0.07371649991330635
2020-10-15 21:04:00,45.966274380846755,0.019401453932090362,0.011785908042983557,0.007615545889106805,47.51397157314053,47.08482842685948,47.299400000000006,47.23276919281483,25.520041667109183,-5.108123766470185e-05,-1.3483003840163789e-05,-3.759823382453806e-05,0.10737677409996538,0.10648722590003462,0.106932,0.1070432429738599,0.0,-0.0034559130909483926,-0.0010480444488564942,-0.0024078686420918984,4.135313280065494,4.091926719934506,4.11362,4.12168828731031,100.0,0.0,0.0,0.0,0.15402,0.15402,0.15402,0.15402,30.68836105555897,-8.813430494017666,-2.9536069387801227,-5.8598235552375435,11562.031244132637,11441.608755867363,11501.82,11523.275367570013,34.42255182227203,-0.0036441684714203504,-0.0013928328912643042,-0.002251335580156046,4.142223798100155,4.100936201899844,4.12158,4.131093205316443,4.754854298832981,-0.28189591384290225,-0.08664718203887686,-0.19524873180402538,380.91321736611656,377.3107826338834,379.11199999999997,379.77342027679595,8.982541896268955,-7.545002993477115e-05,-1.7385673693612798e-05,-5.806435624115835e-05,0.031025367419227068,0.02978663258077293,0.030406,0.03056205736680994,28.5694145842875,-0.026475622387067688,-0.008465889147318877,-0.01800973323974881,49.69190523952751,49.31209476047248,49.501999999999995,49.565103942957506,9.722222222221916,-1.3338528096359936e-05,-3.944058895625213e-06,-9.394469200734723e-06,0.017265295230317522,0.017078704769682478,0.017172,0.017202702806612843,0.0,-2.7962444619777926e-05,-8.90434567836529e-06,-1.905809894141264e-05,0.04553589405897465,0.04522450594102535,0.0453802,0.04544720918048112,22.302697094860406,-0.0026201210779608353,-0.0007975661871514553,-0.00182255489080938,2.3074385563202258,2.2694814436797737,2.2884599999999997,2.2945542071846794,33.5733241118852,-0.0035493731854874255,-0.0011748127170696848,-0.0023745604684177407,3.1418696795581593,3.0891303204418405,3.1155,3.1240797690563813,27.97317192867679,-4.481287607935314e-05,-1.2653056361416714e-05,-3.215981971793642e-05,0.0739770741165859,0.07323492588341411,0.073606,0.07370604893631394
2020-10-15 21:05:00,46.62559383208678,0.013706366557286742,0.012169999745844194,0.0015363668114425477,47.49140013694212,47.077599863057884,47.2845,47.23187628329268,28.87133184606884,-6.555843631989022e-05,-2.3898090336109077e-05,-4.1660345983781146e-05,0.10733050358109235,0.10646949641890764,0.1069,0.10703135109253208,2.3713638799136305,-0.004516812416782479,-0.0017417980424416914,-0.0027750143743407872,4.133586377635884,4.089146955697449,4.111366666666666,4.120841687807944,100.0,0.0,0.0,0.0,0.15402,0.15402,0.15402,0.15402,28.357386992530053,-10.969317298715396,-4.556749010767177,-6.412568287948218,11555.835671027906,11438.87099563876,11497.353333333333,11521.383000214326,33.872622033758645,-0.004039284708510671,-0.0019221232547135777,-0.002117161453797093,4.13997989652338,4.101753436809954,4.120866666666667,4.1305522953040334,4.404053922251393,-0.37578204220085354,-0.1444741540712722,-0.23130788812958133,380.7822962067533,377.0443704599134,378.91333333333336,379.7007371286863,13.620898645746976,-0.00010919706111248845,-3.5747951177387933e-05,-7.344910993510051e-05,0.030987554529711015,0.02967577880362231,0.030331666666666663,0.030538447273993862,25.0857991241146,-0.035367473244811265,-0.013846205966817356,-0.02152126727799391,49.67574492919549,49.290921737471166,49.48333333333333,49.55823712166506,8.800773694390458,-1.818470735670888e-05,-6.7921885878419475e-06,-1.1392518768866932e-05,0.01725856294569166,0.01706477038764168,0.01716166666666667,0.017199067402431947,0.0,-4.686659809301219e-05,-1.649679616129467e-05,-3.036980193171752e-05,0.045567510714907354,0.04511382261842598,0.04534066666666667,0.04543527940869755,19.788448740849972,-0.003535176899324366,-0.0013450883295860376,-0.0021900885697383283,2.3058992762834225,2.2671340570499106,2.2865166666666665,2.293857963765672,26.80292771968334,-0.005012055414155725,-0.001942261256486893,-0.003069794157668832,3.140117971856764,3.0847820281432368,3.1124500000000004,3.123025660465935,26.036800552107664,-5.9887486278262236e-05,-2.209994234478582e-05,-3.7787543933476415e-05,0.0739422356088602,0.07320443105780648,0.07357333333333334,0.07369443917410555
2020-10-15 21:06:00,32.17841800408267,-0.007265070748410096,0.008282985646993337,-0.015548056395403433,47.51835102113837,46.97079183600448,47.244571428571426,47.222979174143944,28.41240440671214,-7.695158698911575e-05,-3.4508789666710414e-05,-4.2442797322405336e-05,0.1072916616921228,0.10645976687930576,0.10687571428571428,0.10701953340262886,6.203911792681936,-0.005232710037685884,-0.00243998044149053,-0.002792729596195354,4.131708151058551,4.088034706084307,4.109871428571429,4.120059660835084,100.0,0.0,0.0,0.0,0.15402,0.15402,0.15402,0.15402,28.197294842311507,-12.576472860244394,-6.160693780662621,-6.415779079581773,11550.546693334098,11437.624735237332,11494.085714285715,11519.543666872589,29.849750377677623,-0.004677745752287521,-0.0024732477542283664,-0.0022044979980591546,4.138302888713469,4.101068539857958,4.119685714285714,4.129848283723483,3.4767016057776488,-0.48255001123112606,-0.212089325503243,-0.27046068572788307,380.7149673937981,376.6936040347734,378.70428571428573,379.6124729275613,23.114891080421074,-0.00012721314467209824,-5.404098987633e-05,-7.317215479576824e-05,0.030929857766198592,0.029652999376658554,0.030291428571428573,0.03051929247893528,24.28844139797424,-0.04272869573170368,-0.01962270391979462,-0.02310599181190906,49.660829758185834,49.27631309895701,49.46857142857142,49.55124743061937,7.985689212906507,-2.2572059115027326e-05,-9.948162693279024e-06,-1.2623896421748303e-05,0.017252407150801053,0.017053307134913234,0.017152857142857143,0.017195182406258145,20.98872416998907,-5.539986251685419e-05,-2.4277409432406576e-05,-3.1122453084447616e-05,0.045550402579624345,0.045095025991804226,0.045322714285714286,0.045426641000513336,15.972684552326058,-0.004698423746269498,-0.0020157554129227296,-0.002682668333346768,2.305341424651302,2.2631728610629835,2.2842571428571428,2.2929498083238813,26.23321494928166,-0.0061886633663696955,-0.0027915416784634536,-0.003397121687906242,3.138169420934864,3.082059150493708,3.110114285714286,3.1219697522123693,28.694610861659925,-6.94201582428916e-05,-3.156398552440698e-05,-3.785617271848463e-05,0.07390882091079097,0.07319689337492334,0.07355285714285716,0.07368406901041515
2020-10-15 21:07:00,32.17841800408267,-0.023612891193060648,0.00190381027898254,-0.02551670147204319,47.51578266219706,46.913467337802935,47.214625,47.21443097123634,36.07271202883455,-7.941685788961927e-05,-4.349040331129219e-05,-3.592645457832708e-05,0.1072585429390137,0.1064739570609863,0.10686625,0.1070109242495846,6.203911792681936,-0.005733966463890461,-0.0030987776459705163,-0.0026351888179199446,4.130020872102478,4.087479127897521,4.10875,4.119308301586649,100.0,0.0,0.0,0.0,0.15402,0.15402,0.15402,0.15402,32.125246512213636,-13.282290204915626,-7.585013065513222,-5.697277139402403,11545.951625749749,11438.603374250251,11492.2775,11517.978032877587,39.12640085558935,-0.00467793322815524,-0.0029141848490137415,-0.0017637483791414985,4.136942476888332,4.102057523111667,4.1194999999999995,4.129391488283346,17.079272003091035,-0.5335784768676035,-0.2763871557761151,-0.2571913210914884,380.5656517911819,376.61434820881817,378.59000000000003,379.5410034009903,32.83200791583542,-0.0001311036586327946,-6.945352362762292e-05,-6.165013500517168e-05,0.030878489850784584,0.029671510149215416,0.030275,0.030505202577800563,24.28844139797424,-0.04800909858347069,-0.025299982852529837,-0.02270911573094085,49.64664280319378,49.26835719680623,49.4575,49.544531845104885,29.177158021789467,-2.3359049135189547e-05,-1.263033998166113e-05,-1.0728709153528417e-05,0.017244339811320564,0.017055660188679433,0.01715,0.01719262623346371,20.98872416998907,-6.145413108235576e-05,-3.1712753762396416e-05,-2.974137731995934e-05,0.0455338335034013,0.0450846664965987,0.04530925,0.04541834135343439,16.25776613919885,-0.005548278982522525,-0.002722260126842689,-0.0028260188556798365,2.3042131029667576,2.2609368970332424,2.282575,2.292081188389611,33.43612000357315,-0.006625166310510355,-0.003558266604872834,-0.003066899705637521,3.135895475560752,3.0821295244392477,3.1090125,3.1211591736942372,32.60663372754409,-7.370450057139766e-05,-3.999208853380512e-05,-3.371241203759254e-05,0.07387984082976361,0.0732026591702364,0.07354125,0.07367528199039887
2020-10-15 21:08:00,23.91852094745417,-0.05186701956203166,-0.0088503556892203,-0.04301666387281136,47.551464933843896,46.78742395504501,47.16944444444445,47.198492501776094,45.10911001338132,-7.246609454511499e-05,-4.9285541558056754e-05,-2.3180552987058235e-05,0.107240465173052,0.10649953482694799,0.10686999999999999,0.10700657427901265,6.203911792681936,-0.006061344387966017,-0.003691290994369617,-0.0023700533935964,4.128530198196116,4.087225357359439,4.1078777777777775,4.118586407406781,100.0,0.0,0.0,0.0,0.15402,0.15402,0.15402,0.15402,38.80277252793968,-12.92448567205247,-8.652907586821073,-4.271578085231397,11542.571750353107,11441.286027424672,11491.92888888889,11516.847129627486,42.90173086851347,-0.0044173629231716305,-0.003214820463845319,-0.0012025424593263114,4.13610965655594,4.103179232332948,4.119644444444444,4.129054567174196,22.927733641073615,-0.5539161239973964,-0.3318929494203714,-0.22202317457702503,380.4242875599844,376.61571244001567,378.52000000000004,379.4790032676181,33.652943066754375,-0.00013186000252071728,-8.19348194062418e-05,-4.992518311447548e-05,0.030836123773973614,0.029690542892693052,0.030263333333333333,0.030492057378671132,26.980194994812592,-0.05080133331253478,-0.030400252944530828,-0.020401080368003952,49.633303027798235,49.26669697220177,49.45,49.53847177274783,29.177158021789467,-2.370943676768128e-05,-1.4846159338865161e-05,-8.863277428816119e-06,0.017237606146361807,0.017057949409193744,0.017147777777777776,0.017190170302739644,20.98872416998907,-6.549717191193377e-05,-3.846963739230389e-05,-2.7027534519629883e-05,0.04551864799763542,0.045078907557920135,0.04529877777777778,0.04541036718271147,37.49620891010402,-0.0054090113871931855,-0.0032596103789127888,-0.0021494010082803968,2.3027598251323043,2.261840174867696,2.2823,2.2916113378645284,44.2575668045262,-0.006125843360073269,-0.004071781955912921,-0.002054061404160348,3.134595485101399,3.0838489593430456,3.1092222222222223,3.1207568531572085,38.648076253115036,-7.223263771685695e-05,-4.644019837041549e-05,-2.5792439346441463e-05,0.07385760797964229,0.07321794757591325,0.07353777777777777,0.07366880034371658
2020-10-15 21:09:00,40.06594626446116,-0.05809612846008605,-0.01869951024339345,-0.0393966182166926,47.528906429275594,46.77609357072441,47.1525,47.1907084820986,43.776316220481576,-6.778995694423084e-05,-5.298642463529158e-05,-1.4803532308939264e-05,0.10722250533424119,0.10651949466575883,0.10687100000000001,0.10700161058179647,6.203911792681936,-0.006248761913803413,-0.004202785178256376,-0.002045976735547037,4.127214929498255,4.087145070501746,4.1071800000000005,4.1178928228025935,100.0,0.0,0.0,0.0,0.15402,0.15402,0.15402,0.15402,41.32339242404578,-12.188946671411031,-9.360115403739064,-2.8288312676719674,11540.084334997167,11443.987665002833,11492.036,11515.911948073466,49.970248007754776,-0.003724125642365017,-0.003316681499549259,-0.0004074441428157582,4.136432642463318,4.104187357536682,4.12031,4.12894654493207,26.849766810196684,-0.5539650939822991,-0.37630737833275696,-0.17765771564954214,380.30175354306107,376.65024645693893,378.476,379.4241403943782,37.74972146388296,-0.0001269612975608736,-9.094011503716817e-05,-3.602118252370543e-05,0.030803018382042368,0.029714981617957627,0.030258999999999998,0.0304813884618605,32.17398177517806,-0.050814607435725634,-0.03448312384276979,-0.016331483592955845,49.621544866059935,49.27045513394006,49.446,49.53343366401263,29.177158021789467,-2.371376398096689e-05,-1.6619680267285507e-05,-7.094083713681383e-06,0.017231883642214337,0.017060116357785666,0.017146,0.017187810683024364,20.98872416998907,-6.791838997599609e-05,-4.435938790904233e-05,-2.3559002066953755e-05,0.04550495852348485,0.04507584147651514,0.045290399999999995,0.04540270572456592,34.64712586176016,-0.005461619266782236,-0.0037000121564866786,-0.0017616071102955575,2.3014403665953562,2.262159633404643,2.2817999999999996,2.291050108928665,47.331276996012384,-0.005409555084260109,-0.004339336581582359,-0.0010702185026777505,3.133958455620926,3.0854615443790743,3.10971,3.12049580009222,38.648076253115036,-7.02563048511351e-05,-5.1203419666559415e-05,-1.9052885184575683e-05,0.07383887497429042,0.07323112502570958,0.073535,0.07366257287925711
